epoch,train_loss,train_acc,val_loss,val_acc
1,2.0160199613189698,0.2912,1.6374911291122436,0.4047
2,1.5146475593185424,0.44466,1.3047121616363526,0.5288
3,1.2526649631118774,0.55406,1.229015817642212,0.5681
4,1.0868820525932312,0.61792,0.9143962550163269,0.6836
5,0.9395457810974122,0.67162,0.8037500491142273,0.7186
6,0.8421903469085693,0.70654,0.7325197011470794,0.7558
7,0.7828084650039673,0.72952,0.8172814255714417,0.7233
8,0.75002783618927,0.7435,0.7247741815567017,0.7576
9,0.7221210834121704,0.75292,0.6362848399162292,0.788
10,0.6968127001571656,0.76056,0.7663362672805786,0.7449
11,0.6750821960067749,0.76946,0.6121466223716736,0.7941
12,0.6626737196731567,0.775,1.1155361636161805,0.6572
13,0.6491709313583374,0.7794,0.7609812953948975,0.7392
14,0.6303407177352905,0.78322,0.6907235916137695,0.7746
15,0.6207047098350524,0.78828,0.6515243174552917,0.7794
16,0.6105261520576477,0.79454,0.7744345290184022,0.7447
17,0.5983399907493592,0.7969,0.5747881485462188,0.8079
18,0.5916890033626556,0.79764,0.5655274760246277,0.8052
19,0.5873439618110656,0.7999,0.5804713037967681,0.801
20,0.5729793781852722,0.80638,0.5258620713233948,0.8246
21,0.5734331979751587,0.80776,0.7775853145599365,0.7443
22,0.5530619156837463,0.81344,0.6088483649253845,0.7968
23,0.5638001108646393,0.80898,0.6971750302791595,0.7718
24,0.5503766911506652,0.81344,0.5695370646476745,0.8122
25,0.543096110496521,0.81538,0.6716563038825989,0.7824
26,0.5389388438034057,0.81654,0.7167269103050232,0.7728
27,0.5369183668136597,0.81712,0.5511467942714691,0.8199
28,0.5365758958530426,0.81778,0.6524248833656311,0.7743
29,0.5296783458328247,0.82086,0.5805703182220459,0.8089
30,0.5309798074531555,0.81984,0.6140756152153015,0.7995
31,0.5212576749801636,0.82418,0.5176252922058105,0.8281
32,0.5182110797500611,0.82432,0.5371755516052246,0.8186
33,0.5188998750686645,0.82628,0.7379544450759887,0.7706
34,0.5104118037033081,0.82788,0.5072155477523804,0.8287
35,0.5157401655960083,0.82464,0.7304954323768615,0.7661
36,0.5067867478561401,0.82774,0.5630089203834534,0.8103
37,0.5023761736106872,0.82988,0.5916826768875122,0.8071
38,0.5009266558742523,0.83044,0.5600342530727387,0.8122
39,0.4972560481262207,0.83192,0.6470208928585053,0.7875
40,0.49872807413101194,0.831,0.583270528793335,0.8028
41,0.49223248125076297,0.83318,0.43073382759094236,0.8525
42,0.49674656655311583,0.83222,0.7305336791992187,0.7701
43,0.48965453741073606,0.83334,0.588247523355484,0.8032
44,0.4935961933135986,0.83308,0.45169213671684266,0.842
45,0.48416949829101563,0.83718,0.6184548540115357,0.8046
46,0.48219818616867066,0.83724,0.46451456413269043,0.8428
47,0.4821406848907471,0.83824,0.455741526222229,0.8477
48,0.4801730375003815,0.83694,0.6220897416114807,0.8065
49,0.4714064602470398,0.8419,0.6235737100601196,0.8017
50,0.4757480992507935,0.83846,0.43775067625045777,0.8514
51,0.46488554297447204,0.84314,0.5787937977790832,0.8132
52,0.4644376117134094,0.84376,0.544497101020813,0.8185
53,0.46948293641090394,0.84096,0.44681126313209535,0.8498
54,0.46095793376922606,0.84592,0.7933092137336731,0.7604
55,0.4646507611465454,0.84216,0.5729518074035644,0.8204
56,0.46150312638282776,0.84588,0.5099523433685302,0.8336
57,0.45774063055992126,0.84702,0.4717561010360718,0.8433
58,0.4572768030166626,0.84684,0.4168059329032898,0.8567
59,0.453579020614624,0.8461,0.5106421836853028,0.8287
60,0.4503181725883484,0.84854,0.4616688682079315,0.848
61,0.44673166646957396,0.8494,0.6049503930091857,0.8
62,0.4432685017204285,0.85142,0.42874223976135256,0.86
63,0.4404503179168701,0.85064,0.5720738933086396,0.8199
64,0.4405028459072113,0.85072,0.496194055557251,0.8384
65,0.44196316269874575,0.85154,0.3924263153553009,0.8636
66,0.43499966604232787,0.8524,0.4961845408916473,0.8393
67,0.42931621091842653,0.85604,0.46140196628570557,0.8447
68,0.42926036490440367,0.8544,0.4907940393447876,0.843
69,0.4242187557029724,0.8584,0.5396809017658234,0.8302
70,0.42815940244674683,0.85402,0.5559705820083618,0.8222
71,0.4286780298995972,0.85678,0.4579350686073303,0.848
72,0.4206861901664734,0.85692,0.5330008864402771,0.8294
73,0.4233826414680481,0.85652,0.4058014727115631,0.8671
74,0.41704847650527954,0.85862,0.4224437286376953,0.8563
75,0.4090646947526932,0.8619,0.4117880950927734,0.8597
76,0.41618814126968384,0.86088,0.4219742672920227,0.8593
77,0.41012838844299315,0.86234,0.44661166286468507,0.8482
78,0.4093346788215637,0.86178,0.4520044954776764,0.8523
79,0.4044242039012909,0.86322,0.3679000280857086,0.8767
80,0.39715574268341064,0.86412,0.6304075531005859,0.8013
81,0.39131052560806273,0.86818,0.5509887189149857,0.8218
82,0.3954917296028137,0.86742,0.6351717964410782,0.7984
83,0.3917339484977722,0.86826,0.45372781882286073,0.8583
