epoch,train_loss,train_acc,val_loss,val_acc
1,1.9487642092514037,0.31346,1.4438271083831786,0.4598
2,1.423185044898987,0.48246,1.2594349464416503,0.5422
3,1.1692027090072632,0.58654,1.1314270795822143,0.6281
4,0.9963503943634033,0.64916,0.8543629518508911,0.7051
5,0.8752668999481201,0.69506,1.0850202867507934,0.648
6,0.7974695607757568,0.72576,0.6713473519325256,0.7653
7,0.7538821528434754,0.7405,0.659494448184967,0.7741
8,0.7184290493392944,0.75492,0.6336001222133636,0.7813
9,0.6980167098426819,0.76184,0.8076564328193665,0.7354
10,0.6753898911285401,0.76818,0.7216720794677735,0.7584
11,0.6635445024299622,0.77256,0.6338707629203797,0.7918
12,0.646854017829895,0.78032,0.630744407081604,0.7886
13,0.6439690320968628,0.78012,0.6249008968830109,0.7894
14,0.6170193397903443,0.79044,0.7539442572593689,0.7487
15,0.6062218333816528,0.79478,0.7084720681190491,0.7785
16,0.5999302507209778,0.796,0.6404919721603394,0.7861
17,0.5937926655197143,0.79564,0.5363957781791687,0.8193
18,0.5796899900054931,0.80314,0.5132083192825317,0.8236
19,0.5737379371070862,0.8056,0.4855015778541565,0.8373
20,0.5619641556739807,0.80704,0.6320430492401123,0.7915
21,0.5659936371421814,0.8083,0.6430264969825744,0.7862
22,0.5568284342575073,0.81224,0.5476615792274475,0.8196
23,0.5473943410873413,0.8141,0.6103116847038269,0.7994
24,0.5457431970310211,0.815,0.5096831248760223,0.8299
25,0.544528678188324,0.81738,0.6211960137844086,0.7907
26,0.5396732638931274,0.81762,0.49329477915763853,0.8318
27,0.5369389915084839,0.81842,0.6023360817432404,0.809
28,0.5267112424659729,0.82196,0.6733921204447746,0.7783
29,0.5229680576515198,0.8232,0.7489798131942749,0.7604
30,0.5218460302639008,0.8242,0.5354072731971741,0.8193
31,0.5240080829620362,0.82428,0.4819447458744049,0.8412
32,0.5135714891433716,0.8259,0.5913949790000915,0.8001
33,0.5192491997146607,0.82406,0.5252477694511414,0.8235
34,0.5151979306316375,0.82778,0.5692911778450013,0.816
35,0.50503113489151,0.83028,0.537173614692688,0.8152
36,0.5038706322288513,0.83142,0.5253831941723823,0.8247
37,0.5019978070449829,0.83168,0.5394697068691253,0.8255
38,0.4912236873626709,0.83482,0.5597265286445617,0.8203
39,0.4957692102622986,0.83258,0.5679490713596343,0.8135
40,0.49092058128356936,0.83514,0.4876952823638916,0.8378
41,0.496743701171875,0.8332,0.6658249203681946,0.7902
42,0.48565403953552244,0.83818,0.5697268646240234,0.8146
43,0.4897722275543213,0.83516,0.5098958815574646,0.8292
44,0.4875185557746887,0.83536,0.550003382396698,0.8203
45,0.4811706564235687,0.83744,0.4616017138242722,0.8486
46,0.47497152194976805,0.83918,0.500521410560608,0.8293
47,0.4740119021511078,0.84096,0.6049904826164245,0.8071
48,0.4737757538986206,0.8409,0.5700341466426849,0.8148
49,0.47729607612609865,0.83842,0.49049358253479003,0.8327
50,0.4703132431983948,0.84158,0.49382425112724304,0.837
51,0.46932970173835753,0.84276,0.4820983769416809,0.8398
52,0.47294728466033936,0.83928,0.4510663940668106,0.8474
53,0.470424562664032,0.84194,0.4710964188098907,0.8441
54,0.4683714238834381,0.84282,0.48425569121837614,0.8373
55,0.45529265274047853,0.84576,0.47171294939517977,0.8449
56,0.45975351430892947,0.845,0.4987243131637573,0.8372
57,0.4602139133071899,0.84364,0.407591042137146,0.8623
58,0.4523504901313782,0.84828,0.5530381915092468,0.8218
59,0.45237057012557985,0.84976,0.48530474367141724,0.8357
60,0.45343379673957823,0.84738,0.5871251557350159,0.8154
61,0.45038131086349487,0.8468,0.43534530901908874,0.8569
62,0.4461400060367584,0.84842,0.4447044662475586,0.8551
63,0.4412865910434723,0.85128,0.5533501125335694,0.8234
64,0.4447942634773254,0.85078,0.4229021899700165,0.8583
65,0.4339212047576904,0.8537,0.43934172194004056,0.8536
66,0.4353578511238098,0.85154,0.5014281172275543,0.8327
67,0.4357666112613678,0.85276,0.4654251236438751,0.8411
68,0.4276924925041199,0.85666,0.49714530539512636,0.8376
69,0.4284203764343262,0.85638,0.7504122488975525,0.7624
70,0.4260756639289856,0.85618,0.6068277360916138,0.8152
71,0.42409982303619387,0.85638,0.41211852679252625,0.8647
72,0.4213001406478882,0.85868,0.433135281085968,0.857
73,0.41700235421180726,0.85692,0.4326766158103943,0.8503
74,0.4204842442893982,0.85942,0.46793571157455444,0.844
75,0.41393614420890806,0.8609,0.39264871592521666,0.8704
76,0.4059513328742981,0.86428,0.42975621395111085,0.8592
77,0.4157388291931152,0.85962,0.48394766330718997,0.8418
78,0.4028544110298157,0.8637,0.5061958178520203,0.8433
79,0.4047643531608582,0.86362,0.41518815002441406,0.8592
80,0.4007396472167969,0.86624,0.433158873796463,0.8586
81,0.3988210636329651,0.86406,0.45122184419631955,0.8522
82,0.39629994678497316,0.86682,0.41588184947967527,0.8627
83,0.38874481679916384,0.86888,0.5029521543502807,0.8339
84,0.3895557798576355,0.86886,0.3682245789527893,0.8754
85,0.38930928426742556,0.86922,0.44689855856895444,0.8531
86,0.3801966947841644,0.8699,0.3667721709728241,0.8775
87,0.377417633562088,0.87258,0.3728742869853973,0.8775
88,0.38042605138778685,0.87198,0.425231060385704,0.8589
89,0.3734009051322937,0.87308,0.41084765844345095,0.8628
90,0.3725823383522034,0.87444,0.36134370470046995,0.8764
91,0.37295647773742674,0.87278,0.37735309028625486,0.8721
92,0.366280966758728,0.87612,0.35140121560096743,0.8812
93,0.36672562589645386,0.8777,0.36580308401584627,0.8763
94,0.3583583185768127,0.87696,0.4733997313976288,0.8442
95,0.35935579511642457,0.87768,0.3686837834835052,0.874
96,0.3529426851654053,0.87968,0.3722096480369568,0.8729
97,0.34935916860580446,0.8811,0.432521706867218,0.8589
98,0.3459821491670608,0.88262,0.411368375825882,0.8632
99,0.3416854416179657,0.88394,0.4215981737136841,0.8592
100,0.3389011080646515,0.8842,0.4183548479557037,0.8686
101,0.3400113128852844,0.88378,0.45739687457084655,0.8451
102,0.3365490641736984,0.88716,0.4036827013015747,0.8681
103,0.3335848736858368,0.88704,0.43574360365867615,0.8542
104,0.3237914200782776,0.8904,0.3769812487125397,0.8768
105,0.3236306545162201,0.89078,0.3785299702644348,0.8724
106,0.3221266364479065,0.89152,0.37407437148094175,0.8757
107,0.3146619995880127,0.8944,0.3166361756324768,0.8931
108,0.3174510114002228,0.8932,0.35596738777160647,0.8827
109,0.3119309743404388,0.89262,0.49774315357208254,0.8477
110,0.3095218157863617,0.89538,0.34957931025028227,0.8835
111,0.31014060448646547,0.89724,0.3376948623180389,0.8884
112,0.2966376507759094,0.89986,0.30590555114746093,0.897
113,0.2987335181522369,0.89922,0.3456189176559448,0.8861
114,0.29678298488616944,0.8989,0.3316760588169098,0.8877
115,0.2925791142463684,0.9022,0.32977987571954726,0.8902
116,0.28823355205059054,0.90204,0.3163817931652069,0.8948
117,0.28285758870124816,0.90436,0.34449270100593565,0.8906
118,0.28281302968978883,0.9033,0.3815365953445435,0.882
119,0.28283082745552063,0.90474,0.319410169506073,0.8972
120,0.2717392774009705,0.90788,0.3216456488609314,0.892
121,0.2716032403993607,0.90804,0.312627570772171,0.8961
122,0.266450304517746,0.9107,0.33765043592453003,0.8917
123,0.2601572291374207,0.9125,0.3059370544910431,0.8971
124,0.2604853922176361,0.9105,0.2915115611076355,0.9019
125,0.25263319786071775,0.9139,0.2938231577396393,0.9014
126,0.24865440582752227,0.91618,0.304382797062397,0.8994
127,0.24507074991703034,0.91644,0.31026878333091734,0.8972
128,0.23743226754188537,0.9199,0.2834279091835022,0.9099
129,0.23739221873283387,0.92032,0.35901864788532256,0.8877
130,0.23564746797561645,0.91884,0.29111817721128463,0.9015
131,0.22716526956558228,0.92312,0.28914875857830047,0.9043
132,0.22528061926841736,0.92374,0.2995882079601288,0.9004
133,0.21736317483901976,0.92648,0.3072240627288818,0.8984
134,0.21704315847396852,0.92598,0.2993945031642914,0.9036
135,0.21558471715450286,0.92746,0.26088846306800845,0.9156
136,0.20563813905239106,0.9316,0.3076522660255432,0.9038
137,0.20083200299263002,0.93174,0.26066655673980715,0.9156
138,0.1940676803255081,0.93452,0.30609520277976987,0.9015
139,0.19385834439754487,0.93382,0.27112407937049865,0.9127
140,0.19369160546779632,0.9354,0.2384711935520172,0.9224
141,0.18185927283763886,0.93878,0.29577204080820085,0.9098
142,0.18277867755889893,0.93894,0.29372178735733034,0.9053
143,0.17739729075431823,0.93956,0.24110397617816925,0.9203
144,0.1702885216844082,0.94226,0.28065953855514525,0.9087
145,0.1679142331981659,0.94272,0.243212025308609,0.9232
146,0.16428955825805663,0.94478,0.2461043888092041,0.9192
147,0.15232202538967132,0.94804,0.25009310848712923,0.9211
148,0.15246944550037383,0.94906,0.2777426681995392,0.9119
149,0.14533863183498383,0.95076,0.2771921395778656,0.9127
150,0.14126788103818894,0.95166,0.24011299042701723,0.9259
151,0.13972094013929368,0.95242,0.25586368455886843,0.9224
152,0.1313786277770996,0.95562,0.24724448156356812,0.9211
153,0.13271020621299745,0.9557,0.24533181828856468,0.9239
154,0.12260544951438904,0.95908,0.23739239285588265,0.9256
155,0.11822511486053466,0.96048,0.22559627537727356,0.928
156,0.11237259285926819,0.9626,0.22869856190681456,0.9265
157,0.10882653378009796,0.96324,0.23956468873023987,0.9278
158,0.10103512257575989,0.96646,0.2440131507396698,0.9253
159,0.09938699854135513,0.96654,0.27479365992546084,0.9172
160,0.09739951939344406,0.96748,0.23990953340530397,0.9276
161,0.09171338032722473,0.9692,0.2323895308494568,0.9325
162,0.08948281032204627,0.97082,0.2438265357494354,0.9294
163,0.08118106374979019,0.97396,0.21052816467285157,0.9364
164,0.07542115674257278,0.97484,0.2265844133377075,0.9319
165,0.07504202898025512,0.9752,0.2335498704433441,0.9303
166,0.06994754016518592,0.97694,0.23729815912246705,0.932
167,0.06406908371716738,0.97896,0.21975201897621155,0.9351
168,0.060011517387628555,0.97998,0.22949018125534057,0.9354
169,0.05409488405227661,0.98238,0.2272583697795868,0.9351
170,0.0535550050163269,0.9828,0.22738138732910157,0.9365
171,0.049243370801210405,0.984,0.21478101737499236,0.9389
172,0.04507545778274536,0.9854,0.2348854642391205,0.9338
173,0.039379735029339794,0.98788,0.2185599828481674,0.9402
174,0.042334863634109494,0.98674,0.2145477322101593,0.9431
175,0.03433354461073875,0.9892,0.22085714802742004,0.9409
176,0.03383086055159569,0.98946,0.20670493659973144,0.9413
177,0.03084873961031437,0.99068,0.2107490867137909,0.9429
178,0.030543063969761135,0.99062,0.2221139747619629,0.9394
179,0.024630926824808122,0.99284,0.21403631219863892,0.9436
180,0.024585590193271636,0.99264,0.20918899703025817,0.9435
181,0.021884911131858826,0.99312,0.21541625962257385,0.9427
182,0.020056538195610048,0.99406,0.20837997279167175,0.9439
183,0.017527774849087,0.99516,0.211464288854599,0.9446
184,0.017420776898264885,0.99494,0.20795279688835144,0.9445
185,0.016695635201931,0.99524,0.20198083782196044,0.9472
186,0.01602743879079819,0.99588,0.2027015194416046,0.9455
187,0.014302455205768347,0.99588,0.2002339413166046,0.9463
188,0.01307317956238985,0.99654,0.20186492762565614,0.9479
189,0.014152191118001938,0.99576,0.20319336466789245,0.9477
190,0.01215373342692852,0.9971,0.2003097493648529,0.948
191,0.011934461769908667,0.99702,0.20141871347427368,0.9466
192,0.011047417600303889,0.99744,0.1985619444847107,0.9471
193,0.01182685601964593,0.99686,0.19720464944839478,0.9486
194,0.01162867607295513,0.99686,0.19847473697662354,0.9484
195,0.010771758429855107,0.99722,0.19565813302993773,0.9487
196,0.0106882919216156,0.99722,0.19674657049179078,0.9485
197,0.010161971493065356,0.99754,0.19646563282012938,0.9493
198,0.01052437987819314,0.9972,0.19667663326263427,0.9475
199,0.011336713552773,0.99708,0.19634353160858153,0.9487
200,0.010782711484581231,0.99706,0.19688199453353883,0.9489
